Category;body
autres-contributions;"Les citoyens de la convention doivent garder une chose en tête très importante ( de mon point de vue )  :
Il est primordial, pour que vos préconisations soient acceptés et comprises par tous qu'elles soient guidés par un soucis de justice et d'équité et accompagnés d'une pédagogie du problème sans faille. 
En effet , peu importe les solutions retenus, tout le monde , du plus pauvre au plus riche , verra sa façon de vivre changer,
et dans un monde en contraction économique et énergétique soumis au changement climatique , donc très instable , les inégalités nous apparaissant aujourd'hui difficilement acceptable seront quasiment insupportables à l'avenir .
En clair , le mode de vie d'un Bernard Arnaud va devoir radicalement changer à la baisse si l'on veut que le comportement du ""SMICar"" change ( car malheureusement , lui aussi devra changer, même si il est déja en proie aux difficultés ) .
Et pour que tout le monde change, la pedagogie sans relâche du problème, l'accompagnement des plus précaires et l'exemplarité ( forcé réglementairement si l'éthique leur fait défaut ) des mieux lotis doivent accompagner le soucis de justice ( qui, au vu des débats, vous anime tous ) ."
autres-contributions;"Rendre obligatoire les étiquettes énergies (pas que pour gros électromenager) avec l'équivalent carbone  de l'utilisation (annuelle).  

Demander à ce que le producteur tienne à disposition du public les données de l’empreinte environnementale d'un produit (eq CO2, eau, biodiversité...), taux latière recylcaé...) Cela permettrait le développement d'outils de type Yuka pour guide le consommateur dans ses choix.

Cela obligerait certes les entreprises à réaliser des analyses de cycle de vie sur tous leurs produits et service, et pas uniquement sur les nouveauté. *
Mais cela leur permettrait de calculer leur empreinte carbone complète (et pas uniquement sur les scopes 1 et 2, consommation énergétique dans l'entreprise et de ses activités) et de clarifier ce que l'on entend par scope 3 . Voire créer un scope 4 qui engloberait tout)."
autres-contributions;À l'heure où nous devons réduire nos émissions, il n'est plus possible de subventionner de grands événements tels que les jeux olympiques, qui se traduisent par un nombre colossal de voyages en avion (athlètes, équipes techniques, spectateurs, medias...). Il faut donc les supprimer et la suppression des jeux de Paris serait un symbole fort de la transition !
autres-contributions;Permettre au public de rencontrer les membres de la convention pendant les sessions lors des pauses. Tout semble fait pour qu'il ne puisse pas y avoir de dialogue direct entre les Français et les membres. Il y a aujourd'hui une séparation stricte et fort regrettable du public et des membres de la convention dans les locaux du CESE place d'iéna, alors même que le souhait des membres de la convention est de pouvoir interagir avec le public.
autres-contributions;"Devons nous continuer à promouvoir les grandes manifestations : les coupes du monde, les JO, les grands concerts, les défilés, les festivals…

Devons nous continuer à promouvoir les sports d'hiver qui utilisent des canons à neige et des remontées mécaniques  et dégradent les sites naturels…

Devons nous continuer à pratiquer le patinage, le hockey sur glace dans des régions où les températures ne descendent jamais ou rarement en dessous de 0 degré. La mode des patinoires dans de nombreuses villes de France pendant les congés d’hiver devrait être proscrite.

Devons nous continuer à montrer les sports mécaniques : F1,  moto cross, motoball, trial, rallyes,  courses de tracteurs, de camions, de bateaux à moteur …

Devons nous continuer à permettre les loisirs aériens : voltige, sauts en parachute, hélicoptères meetings aériens…

Devons nous continuer à organiser des voyages touristiques, des croisières...

Un très grand nombre de citoyens, de plus en plus informés et conscients, cherchent à changer leurs habitudes de consommation alimentaires en achetant « local », en mangeant « bio », en diminuant leur conso de viandes. Les mêmes efforts doivent être réalisés pour les inciter à vivre intensément près de chez eux en ré-créant les fêtes locales, en diminuant leurs périodes de vacances loin de chez eux, en développant les loisirs de proximités, les jardins collectifs, les groupes de musique, les fanfares, les clubs, les ateliers récréatifs et artistiques…"
autres-contributions;"Environ 35% des personnes tirées au sort pour la convention climat ont refusé d'y participer. Cela signifie qu'environ 35% de la population n'est pas représentée.
Si on souhaite que les décisions de la convention soient représentatives de la population et soient consenties par tout le monde, il faut tenir compte de ces personnes qui ne croient pas au réchauffement climatique ou qui n’y attachent pas d’importance. Il est sans doute trop tard pour refaire un tirage au sort avec une convocation officielle et obligation de participation. Il me semble cependant fondamental que les participantes et participants à la convention prennent en compte les personnes qui ne souhaitent pas agir contre le réchauffement climatique et qui semblent sous-représentées à la convention si vous souhaitez que vos propositions soient acceptées et consenties par l'ensemble de la population."
autres-contributions;"Au moment de prendre une décision ou de faire un choix, les émissions de CO2, sont encore souvent considérées comme une ""externalité"", un sujet un peu secondaire, que l'on prend en compte ""quand on a le temps"" ou ""quand on y pense"", C'est vrai à la fois collectivement et individuellement dans nos décisions quotidiennes....
Pour réellement atteindre les objectifs très ambitieux de réduire nos émissions de 40% d'ici 2030, et de la neutralité carbone en 2050, Il faudra que nos impacts CO2 deviennent quasiment une obsession, et que cela soit un critère de choix dans toutes nos décisions collectives ou individuelles, au moins autant que l'est le critère coût financier par exemple.
Pour commencer, toute nouvelle loi, norme; décision publique devrait être assortie d'une évaluation aussi précise que possible de son impact en termes d'émissions de CO2, et que des alternatives moins émissives soient envisagées,... 
Quelques exemples: Le passage à la 5G, la construction d'un nouvelle infrastructure, l'attribution/la localisation d'un évènement sportif ou culturel,.... 
Et c'est quelquechose que l'on peut faire individuellement aussi..."
autres-contributions;"Bonjour, est ce qu'il est envisagé d'étudier la transposition du projet suisse de micro taxe sur les transactions financières pour le cas français. Cela me semble une bonne piste pour financer la transition climatique...

En suisse, une micro-taxe sur tous les paiements électroniques permettrait de supprimer plusieurs impôts, dont notamment la TVA. D’un taux de 0,1 ou 0,2% sur chacune des transactions, son rendement représenterait environ 200 milliards d’euros, voire plus. Elle serait payée lors de chaque achat ou vente d’actions, obligations, devises, transfert d’argent d’un compte, achat chez les comerçants, en ligne, retrait d’argent liquide au distributeur automatique, etc. Elle permettrait par ailleurs de simplifier le système fiscal, de s’adapter à la digitalisation de l’économie et de moins imposer le travail comme principale source de financement de la solidarité. Pourquoi ne pas inviter à la convention Marc Chesney, professeur à HEC Zurich, en tant qu'expert ? ou un autre acteur du projet?"
autres-contributions;S’affranchir des règles et traités internationaux, y compris européens, à partir du moment où ceux-ci sont contraires aux recommandations sélectionnées  dans le cadre de cette convention. Ils ne peuvent pas/plus être une excuse à l’inaction. En profiter pour proposer de nouveaux textes et prendre la tête d’un mouvement global autour de ces questions.
autres-contributions;De façon à endiguer le développement ininterrompu des zones commerciales autour des villes moyennes et des métropoles et l'érosion de la biodiversité, alors même que les centre-villes meurent et que les terres agricoles diminuent inexorablement, il nous faut nous doter d'outils légaux pour empêcher les communes de céder au moyen facile - mais compréhensible : il ne s'agit de crier haro sur les élus locaux - de laisser construire (pour augmenter leurs revenus fiscaux) : empêcher tout changement de statut/destination sociale aux terres agricoles, contraindre chaque PLU à une artificialisation nette de 0 (tout nouveau terrain bâti devra être compensé par un retour à l'état végétal d'autres terres, privilégier les restaurations à la construction de nouveaux bâtiments), voire une incitation de l'Etat aux communes (par exemple par le biais des subventions) pour qu'elles tendent vers une artificialisation nette négative.
